Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All  Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J10-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke
Massachusetts,2015,24,06/20/2015,1076,1008,,261,26,34,19,50,26,26,21,229,51,,,Suppressed (counts 1-9),,,,,,,,,,
Massachusetts,2015,25,06/27/2015,1015,949,22,217,20,26,21,45,15,21,29,216,51,,,,,,,,,,,,,
Massachusetts,2015,26,07/04/2015,1098,1011,12,248,30,25,19,61,13,24,23,234,46,,,,,,,,,,,,,
Massachusetts,2015,27,07/11/2015,1063,974,10,266,28,33,19,51,17,18,25,229,43,,,,,,,,,,,,,
Massachusetts,2015,28,07/18/2015,981,914,21,228,18,23,17,47,16,24,25,186,41,,,,,,,,,,,,,
Massachusetts,2015,29,07/25/2015,1049,976,20,248,18,26,24,57,15,26,36,224,48,,,,,,,,,,,,,
Massachusetts,2015,30,08/01/2015,1032,954,13,265,16,35,14,31,10,20,21,225,37,,,,,,,,,,,,,
Massachusetts,2015,31,08/08/2015,976,895,14,245,21,21,24,38,11,12,19,201,44,,,,,,,,,,,,,
Massachusetts,2015,32,08/15/2015,998,913,16,247,18,28,23,28,12,21,16,231,35,,,,,,,,,,,,,
Massachusetts,2015,33,08/22/2015,1005,918,16,250,26,25,17,36,18,23,19,198,38,,,,,,,,,,,,,
Massachusetts,2015,34,08/29/2015,1029,935,17,236,21,29,23,49,14,37,19,223,40,,,,,,,,,,,,,
Massachusetts,2015,35,09/05/2015,1000,916,14,232,30,18,19,49,10,17,27,197,48,,,,,,,,,,,,,
Massachusetts,2015,36,09/12/2015,1027,946,12,285,24,25,18,40,,20,17,201,46,,,,,,,,,Suppressed (counts 1-9),,,,
Massachusetts,2015,37,09/19/2015,1012,943,19,246,23,23,16,40,14,28,26,196,40,,,,,,,,,,,,,
Massachusetts,2015,38,09/26/2015,991,915,18,241,28,32,12,40,16,15,22,199,52,,,,,,,,,,,,,
Massachusetts,2015,39,10/03/2015,1065,982,17,252,34,40,17,49,18,14,18,216,48,,,,,,,,,,,,,
Massachusetts,2015,40,10/10/2015,1127,1050,14,269,22,33,22,52,22,25,24,228,50,,,,,,,,,,,,,
Massachusetts,2015,41,10/17/2015,1123,1028,22,247,20,28,31,52,17,21,28,219,53,,,,,,,,,,,,,
Massachusetts,2015,42,10/24/2015,1077,1002,23,251,15,28,17,46,12,14,27,244,53,,,,,,,,,,,,,
Massachusetts,2015,43,10/31/2015,1120,1022,20,238,30,31,18,41,13,18,21,246,48,,,,,,,,,,,,,
Massachusetts,2015,44,11/07/2015,1133,1031,15,253,20,34,25,50,21,19,17,243,52,,,,,,,,,,,,,
Massachusetts,2015,45,11/14/2015,1091,1015,23,251,28,44,24,37,13,22,17,209,36,,,,,,,,,,,,,
Massachusetts,2015,46,11/21/2015,1090,1012,15,249,24,41,25,48,,18,28,221,38,,,,,,,,,Suppressed (counts 1-9),,,,
Massachusetts,2015,47,11/28/2015,1100,1013,15,246,25,42,22,40,21,27,17,230,54,,,,,,,,,,,,,
Massachusetts,2015,48,12/05/2015,1000,930,25,233,23,41,18,46,13,33,18,201,37,,,,,,,,,,,,,
Massachusetts,2015,49,12/12/2015,1057,957,22,218,22,37,15,46,23,23,17,206,42,,,,,,,,,,,,,
Massachusetts,2015,50,12/19/2015,1081,1021,19,262,15,35,23,47,25,25,18,258,29,,,,,,,,,,,,,
Massachusetts,2015,51,12/26/2015,1045,981,17,246,25,41,18,56,11,21,16,214,39,,,,,,,,,,,,,
Massachusetts,2015,52,01/02/2016,1041,963,12,232,24,36,19,52,16,26,15,205,44,,,,,,,,,,,,,
Massachusetts,2016,1,01/09/2016,1121,1049,16,245,25,25,32,70,20,21,16,233,53,,,,,,,,,,,,,
Massachusetts,2016,2,01/16/2016,1130,1063,18,250,28,35,31,51,12,27,20,219,56,,,,,,,,,,,,,
Massachusetts,2016,3,01/23/2016,1139,1063,28,257,31,36,31,55,16,32,17,250,40,,,,,,,,,,,,,
Massachusetts,2016,4,01/30/2016,1155,1059,19,254,22,32,23,57,24,32,20,231,49,,,,,,,,,,,,,
Massachusetts,2016,5,02/06/2016,1201,1100,20,224,32,43,34,61,18,31,17,261,39,,,,,,,,,,,,,
Massachusetts,2016,6,02/13/2016,1177,1089,13,252,37,41,32,69,19,19,16,251,48,,,,,,,,,,,,,
Massachusetts,2016,7,02/20/2016,1147,1064,19,278,21,39,23,49,12,27,12,236,53,,,,,,,,,,,,,
Massachusetts,2016,8,02/27/2016,1191,1109,15,257,36,40,31,55,20,35,11,256,47,,,,,,,,,,,,,
Massachusetts,2016,9,03/05/2016,1153,1061,23,215,22,36,31,66,17,22,15,243,49,,,,,,,,,,,,,
Massachusetts,2016,10,03/12/2016,1144,1064,30,226,22,33,33,52,25,31,18,233,60,,,,,,,,,,,,,
Massachusetts,2016,11,03/19/2016,1166,1087,15,242,19,43,29,75,15,24,20,270,43,,,,,,,,,,,,,
Massachusetts,2016,12,03/26/2016,1160,1054,15,278,23,38,27,65,21,22,,213,51,,,,,,,,,,,Suppressed (counts 1-9),,
Massachusetts,2016,13,04/02/2016,1233,1140,18,288,31,38,38,60,15,28,25,249,62,,,,,,,,,,,,,
Massachusetts,2016,14,04/09/2016,1172,1066,21,272,25,23,39,75,17,26,19,254,46,,,,,,,,,,,,,
Massachusetts,2016,15,04/16/2016,1150,1067,18,264,22,38,38,49,18,28,16,228,59,,,,,,,,,,,,,
Massachusetts,2016,16,04/23/2016,1105,1017,16,251,29,33,32,57,23,21,19,227,47,,,,,,,,,,,,,
Massachusetts,2016,17,04/30/2016,1107,1017,12,253,26,24,32,53,14,23,22,233,46,,,,,,,,,,,,,
Massachusetts,2016,18,05/07/2016,1094,1006,18,256,21,26,23,58,20,16,14,218,46,,,,,,,,,,,,,
Massachusetts,2016,19,05/14/2016,1095,1001,11,252,23,30,34,45,15,20,16,228,46,,,,,,,,,,,,,
Massachusetts,2016,20,05/21/2016,1019,928,15,224,19,29,27,45,12,28,14,197,54,,,,,,,,,,,,,
Massachusetts,2016,21,05/28/2016,1121,1033,11,272,18,30,27,54,15,29,,230,36,,,,,,,,,,,Suppressed (counts 1-9),,
Massachusetts,2016,22,06/04/2016,1063,982,15,233,20,33,14,51,13,13,28,247,56,,,,,,,,,,,,,
Massachusetts,2016,23,06/11/2016,1055,958,20,241,24,23,15,46,14,20,18,224,55,,,,,,,,,,,,,
Massachusetts,2016,24,06/18/2016,1082,990,17,243,25,24,15,53,19,21,17,234,50,,,,,,,,,,,,,
Massachusetts,2016,25,06/25/2016,1058,971,14,260,20,27,25,33,11,16,18,236,42,,,,,,,,,,,,,
Massachusetts,2016,26,07/02/2016,992,912,11,222,28,24,13,58,,16,15,204,51,,,,,,,,,Suppressed (counts 1-9),,,,
Massachusetts,2016,27,07/09/2016,998,897,14,244,17,20,23,59,15,17,22,190,42,,,,,,,,,,,,,
Massachusetts,2016,28,07/16/2016,985,908,16,230,19,28,14,37,11,22,22,219,50,,,,,,,,,,,,,
Massachusetts,2016,29,07/23/2016,1012,920,21,236,18,33,18,48,12,23,14,198,40,,,,,,,,,,,,,
Massachusetts,2016,30,07/30/2016,1020,921,14,248,20,23,19,46,14,23,16,197,35,,,,,,,,,,,,,
Massachusetts,2016,31,08/06/2016,1057,966,21,242,23,32,31,50,,21,11,222,40,,,,,,,,,Suppressed (counts 1-9),,,,
Massachusetts,2016,32,08/13/2016,1050,961,,263,23,32,20,44,17,20,19,210,42,,,Suppressed (counts 1-9),,,,,,,,,,
Massachusetts,2016,33,08/20/2016,1077,1012,14,266,18,31,24,45,14,17,25,243,44,,,,,,,,,,,,,
Massachusetts,2016,34,08/27/2016,1023,926,14,239,17,22,18,43,12,22,27,207,61,,,,,,,,,,,,,
Massachusetts,2016,35,09/03/2016,1024,936,16,255,28,29,20,47,10,20,17,194,36,,,,,,,,,,,,,
Massachusetts,2016,36,09/10/2016,1060,966,15,263,26,35,16,34,16,23,23,201,42,,,,,,,,,,,,,
Massachusetts,2016,37,09/17/2016,1036,941,19,229,27,29,21,43,10,24,14,203,48,,,,,,,,,,,,,
Massachusetts,2016,38,09/24/2016,1025,945,25,251,23,24,22,44,18,16,18,194,38,,,,,,,,,,,,,
Massachusetts,2016,39,10/01/2016,1084,987,14,265,20,37,19,57,14,16,23,225,45,,,,,,,,,,,,,
Massachusetts,2016,40,10/08/2016,1049,958,14,262,21,23,14,45,15,15,25,205,34,,,,,,,,,,,,,
Massachusetts,2016,41,10/15/2016,1102,999,18,229,30,28,17,42,20,24,21,237,54,,,,,,,,,,,,,
Massachusetts,2016,42,10/22/2016,1142,1048,17,239,29,41,22,51,20,19,24,239,53,,,,,,,,,,,,,
Massachusetts,2016,43,10/29/2016,1050,965,14,237,20,31,22,46,20,19,17,220,47,,,,,,,,,,,,,
Massachusetts,2016,44,11/05/2016,1152,1049,16,283,26,31,28,22,11,19,34,260,59,,,,,,,,,,,,,
Massachusetts,2016,45,11/12/2016,1168,1070,29,248,24,40,20,41,18,30,19,212,58,,,,,,,,,,,,,
Massachusetts,2016,46,11/19/2016,1203,1101,13,271,26,37,24,53,19,27,41,248,48,,,,,,,,,,,,,
Massachusetts,2016,47,11/26/2016,1129,1036,14,248,35,31,18,46,15,25,24,247,45,,,,,,,,,,,,,
Massachusetts,2016,48,12/03/2016,1148,1066,21,232,33,34,22,57,18,22,34,253,46,,,,,,,,,,,,,
Massachusetts,2016,49,12/10/2016,1124,1044,22,231,22,46,16,51,19,17,25,238,51,,,,,,,,,,,,,
Massachusetts,2016,50,12/17/2016,1104,1032,18,238,17,40,24,49,18,19,18,262,43,,,,,,,,,,,,,
Massachusetts,2016,51,12/24/2016,1180,1093,20,249,27,37,25,56,15,18,23,242,45,,,,,,,,,,,,,
Massachusetts,2016,52,12/31/2016,1240,1157,18,278,19,54,28,66,16,19,26,267,48,,,,,,,,,,,,,
Massachusetts,2017,1,01/07/2017,1245,1162,20,258,29,37,39,79,25,23,18,256,37,,,,,,,,,,,,,
Massachusetts,2017,2,01/14/2017,1306,1218,15,285,35,48,48,64,24,21,20,265,52,,,,,,,,,,,,,
Massachusetts,2017,3,01/21/2017,1282,1182,17,253,26,47,42,57,24,26,19,258,47,,,,,,,,,,,,,
Massachusetts,2017,4,01/28/2017,1236,1157,21,260,30,39,41,78,16,24,22,257,56,,,,,,,,,,,,,
Massachusetts,2017,5,02/04/2017,1293,1182,13,239,24,41,44,73,17,20,16,286,53,,,,,,,,,,,,,
Massachusetts,2017,6,02/11/2017,1258,1178,19,266,22,46,36,62,20,26,25,275,44,,,,,,,,,,,,,
Massachusetts,2017,7,02/18/2017,1376,1278,19,275,27,44,64,62,22,35,22,292,66,,,,,,,,,,,,,
Massachusetts,2017,8,02/25/2017,1300,1214,20,263,23,59,49,69,20,18,28,265,54,,,,,,,,,,,,,
Massachusetts,2017,9,03/04/2017,1244,1140,21,246,27,29,55,54,24,32,20,261,48,,,,,,,,,,,,,
Massachusetts,2017,10,03/11/2017,1250,1155,22,264,40,41,54,73,19,20,20,237,48,,,,,,,,,,,,,
Massachusetts,2017,11,03/18/2017,1183,1090,17,260,28,38,34,59,22,27,10,264,45,,,,,,,,,,,,,
Massachusetts,2017,12,03/25/2017,1136,1053,16,262,16,29,42,53,16,26,19,227,47,,,,,,,,,,,,,
Massachusetts,2017,13,04/01/2017,1219,1131,11,235,37,39,43,67,27,17,31,240,50,,,,,,,,,,,,,
Massachusetts,2017,14,04/08/2017,1218,1131,24,253,33,37,29,66,28,18,28,255,56,,,,,,,,,,,,,
Massachusetts,2017,15,04/15/2017,1230,1146,27,276,25,46,34,72,19,21,16,246,54,,,,,,,,,,,,,
Massachusetts,2017,16,04/22/2017,1089,1012,12,225,22,33,40,54,17,18,24,224,51,,,,,,,,,,,,,
Massachusetts,2017,17,04/29/2017,1142,1052,11,256,23,38,32,53,15,23,18,260,46,,,,,,,,,,,,,
Massachusetts,2017,18,05/06/2017,1153,1067,13,251,29,33,28,62,15,27,19,254,42,,,,,,,,,,,,,
Massachusetts,2017,19,05/13/2017,1040,962,23,254,23,20,23,51,25,19,22,202,48,,,,,,,,,,,,,
Massachusetts,2017,20,05/20/2017,1106,1022,13,263,22,31,16,62,17,26,20,221,38,,,,,,,,,,,,,
Massachusetts,2017,21,05/27/2017,1037,966,15,235,22,31,27,48,14,15,23,201,40,,,,,,,,,,,,,
Massachusetts,2017,22,06/03/2017,1084,1021,16,254,18,35,26,47,20,20,28,240,46,,,,,,,,,,,,,
Massachusetts,2017,23,06/10/2017,1022,949,18,238,24,37,27,44,19,14,24,205,44,,,,,,,,,,,,,
Massachusetts,2017,24,06/17/2017,1075,994,15,238,31,36,24,52,15,19,26,211,33,,,,,,,,,,,,,
Massachusetts,2017,25,06/24/2017,1090,1006,18,276,30,34,18,70,11,20,23,227,37,,,,,,,,,,,,,
Massachusetts,2017,26,07/01/2017,1089,988,16,261,23,31,22,47,19,20,19,211,44,,,,,,,,,,,,,
Massachusetts,2017,27,07/08/2017,1093,986,14,265,23,29,24,48,17,18,24,220,43,,,,,,,,,,,,,
Massachusetts,2017,28,07/15/2017,1107,1021,10,262,25,41,19,54,18,21,20,237,37,,,,,,,,,,,,,
Massachusetts,2017,29,07/22/2017,1027,943,19,223,26,37,23,47,,21,16,213,35,,,,,,,,,Suppressed (counts 1-9),,,,
Massachusetts,2017,30,07/29/2017,1036,946,14,238,21,27,19,48,18,24,16,190,45,,,,,,,,,,,,,
Massachusetts,2017,31,08/05/2017,1102,1010,15,241,24,30,20,52,17,27,22,233,42,,,,,,,,,,,,,
Massachusetts,2017,32,08/12/2017,1078,981,19,237,21,34,23,35,26,22,31,233,44,,,,,,,,,,,,,
Massachusetts,2017,33,08/19/2017,1101,1001,23,281,21,36,12,51,17,29,19,194,36,,,,,,,,,,,,,
Massachusetts,2017,34,08/26/2017,1050,947,22,240,23,18,24,39,12,22,20,208,39,,,,,,,,,,,,,
Massachusetts,2017,35,09/02/2017,1048,947,17,273,22,33,13,45,13,15,20,210,38,,,,,,,,,,,,,
Massachusetts,2017,36,09/09/2017,1062,968,15,264,29,39,19,52,21,18,22,196,36,,,,,,,,,,,,,
Massachusetts,2017,37,09/16/2017,1063,956,14,257,17,30,17,46,18,30,14,222,40,,,,,,,,,,,,,
Massachusetts,2017,38,09/23/2017,974,889,12,235,25,31,18,48,15,20,20,190,46,,,,,,,,,,,,,
Massachusetts,2017,39,09/30/2017,1041,939,21,226,24,30,14,35,24,22,25,210,39,,,,,,,,,,,,,
Massachusetts,2017,40,10/07/2017,1129,1024,12,269,26,30,12,44,18,24,20,231,40,,,,,,,,,,,,,
Massachusetts,2017,41,10/14/2017,1060,969,,256,21,42,22,49,18,22,23,201,49,,,Suppressed (counts 1-9),,,,,,,,,,
Massachusetts,2017,42,10/21/2017,1110,1038,15,257,28,29,21,50,21,23,17,240,51,,,,,,,,,,,,,
Massachusetts,2017,43,10/28/2017,1089,1004,17,261,25,32,21,46,15,27,16,223,38,,,,,,,,,,,,,
Massachusetts,2017,44,11/04/2017,1156,1060,16,254,15,29,19,50,20,26,21,252,51,,,,,,,,,,,,,
Massachusetts,2017,45,11/11/2017,1093,1003,13,260,24,33,30,40,10,23,12,217,47,,,,,,,,,,,,,
Massachusetts,2017,46,11/18/2017,1203,1104,14,280,36,32,25,56,11,23,24,244,64,,,,,,,,,,,,,
Massachusetts,2017,47,11/25/2017,1156,1057,18,260,23,35,12,61,24,19,18,247,50,,,,,,,,,,,,,
Massachusetts,2017,48,12/02/2017,1176,1083,18,236,27,37,20,48,12,39,19,269,39,,,,,,,,,,,,,
Massachusetts,2017,49,12/09/2017,1129,1019,27,245,23,29,18,54,24,29,18,235,48,,,,,,,,,,,,,
Massachusetts,2017,50,12/16/2017,1145,1068,17,243,24,37,19,51,18,24,18,234,64,,,,,,,,,,,,,
Massachusetts,2017,51,12/23/2017,1259,1178,25,262,28,42,33,64,21,27,30,269,47,,,,,,,,,,,,,
Massachusetts,2017,52,12/30/2017,1244,1158,20,272,40,36,28,61,14,31,19,266,48,,,,,,,,,,,,,
Massachusetts,2018,1,01/06/2018,1372,1286,32,263,30,41,59,77,30,41,15,292,42,,,,,,,,,,,,,
Massachusetts,2018,2,01/13/2018,1452,1351,20,276,30,57,49,85,19,35,22,306,61,,,,,,,,,,,,,
Massachusetts,2018,3,01/20/2018,1309,1210,25,254,30,45,58,72,26,25,17,269,55,,,,,,,,,,,,,
Massachusetts,2018,4,01/27/2018,1249,1150,25,243,25,31,48,52,27,36,15,255,54,,,,,,,,,,,,,
Massachusetts,2018,5,02/03/2018,1272,1184,28,239,29,44,69,61,25,17,23,246,40,,,,,,,,,,,,,
Massachusetts,2018,6,02/10/2018,1280,1191,30,261,33,43,55,68,22,18,16,262,58,,,,,,,,,,,,,
Massachusetts,2018,7,02/17/2018,1272,1149,18,254,29,41,57,64,21,21,18,244,44,,,,,,,,,,,,,
Massachusetts,2018,8,02/24/2018,1207,1116,20,248,28,43,70,59,23,16,16,233,56,,,,,,,,,,,,,
Massachusetts,2018,9,03/03/2018,1227,1143,20,222,28,36,56,70,14,23,22,265,49,,,,,,,,,,,,,
Massachusetts,2018,10,03/10/2018,1233,1146,22,227,28,35,47,52,25,17,17,271,48,,,,,,,,,,,,,
Massachusetts,2018,11,03/17/2018,1143,1056,24,228,31,39,42,54,19,18,13,248,35,,,,,,,,,,,,,
Massachusetts,2018,12,03/24/2018,1185,1111,21,229,33,51,30,51,19,24,14,261,52,,,,,,,,,,,,,
Massachusetts,2018,13,03/31/2018,1187,1085,18,252,32,37,24,73,33,18,19,239,39,,,,,,,,,,,,,
Massachusetts,2018,14,04/07/2018,1172,1064,19,235,30,35,34,56,21,25,13,252,44,,,,,,,,,,,,,
Massachusetts,2018,15,04/14/2018,1148,1051,18,238,31,38,26,61,19,19,23,228,45,,,,,,,,,,,,,
Massachusetts,2018,16,04/21/2018,1139,1059,20,233,34,34,36,54,26,17,,221,41,,,,,,,,,,,Suppressed (counts 1-9),,
Massachusetts,2018,17,04/28/2018,1105,1028,17,239,21,33,34,60,19,22,15,225,43,,,,,,,,,,,,,
Massachusetts,2018,18,05/05/2018,1157,1065,15,229,33,32,29,52,17,35,19,240,54,,,,,,,,,,,,,
Massachusetts,2018,19,05/12/2018,1133,1032,11,219,21,24,20,58,24,26,20,248,47,,,,,,,,,,,,,
Massachusetts,2018,20,05/19/2018,1112,1002,16,264,25,37,18,50,10,24,19,206,44,,,,,,,,,,,,,
Massachusetts,2018,21,05/26/2018,1099,1009,19,264,31,33,11,62,20,23,13,195,47,,,,,,,,,,,,,
Massachusetts,2018,22,06/02/2018,1138,1021,12,252,31,25,25,63,16,14,19,234,51,,,,,,,,,,,,,
Massachusetts,2018,23,06/09/2018,1109,1000,15,255,20,23,23,54,23,16,15,235,47,,,,,,,,,,,,,
Massachusetts,2018,24,06/16/2018,1095,984,19,258,23,30,13,45,14,19,16,237,49,,,,,,,,,,,,,
Massachusetts,2018,25,06/23/2018,1046,968,13,265,18,24,19,45,26,28,12,236,54,,,,,,,,,,,,,
Massachusetts,2018,26,06/30/2018,1040,950,14,217,29,33,17,41,23,18,21,221,42,,,,,,,,,,,,,
Massachusetts,2018,27,07/07/2018,1141,1021,14,262,21,32,16,50,20,22,24,257,33,,,,,,,,,,,,,
Massachusetts,2018,28,07/14/2018,1081,986,15,250,16,36,10,54,15,18,18,236,49,,,,,,,,,,,,,
Massachusetts,2018,29,07/21/2018,1013,928,26,232,19,35,13,47,26,24,18,208,43,,,,,,,,,,,,,
Massachusetts,2018,30,07/28/2018,1049,951,20,252,24,23,18,37,17,20,16,204,44,,,,,,,,,,,,,
Massachusetts,2018,31,08/04/2018,1080,969,22,252,20,34,23,50,24,17,17,211,45,,,,,,,,,,,,,
Massachusetts,2018,32,08/11/2018,1047,945,15,247,28,25,15,46,22,19,15,216,45,,,,,,,,,,,,,
Massachusetts,2018,33,08/18/2018,1041,962,17,262,16,28,17,44,12,26,15,200,46,,,,,,,,,,,,,
Massachusetts,2018,34,08/25/2018,1012,921,14,254,23,28,11,34,16,26,17,193,44,,,,,,,,,,,,,
Massachusetts,2018,35,09/01/2018,1036,944,24,224,22,32,20,45,14,15,10,230,43,,,,,,,,,,,,,
Massachusetts,2018,36,09/08/2018,1061,973,14,258,25,27,18,39,10,21,11,228,45,,,,,,,,,,,,,
Massachusetts,2018,37,09/15/2018,1099,997,20,273,23,32,15,48,19,27,15,193,41,,,,,,,,,,,,,
Massachusetts,2018,38,09/22/2018,1114,1016,14,259,20,39,25,54,20,23,19,212,38,,,,,,,,,,,,,
Massachusetts,2018,39,09/29/2018,1044,960,30,225,29,36,10,34,17,23,14,230,40,,,,,,,,,,,,,
Massachusetts,2018,40,10/06/2018,1125,1016,17,242,31,29,16,57,23,18,18,213,31,,,,,,,,,,,,,
Massachusetts,2018,41,10/13/2018,1091,1001,20,250,25,33,13,43,28,21,17,210,55,,,,,,,,,,,,,
Massachusetts,2018,42,10/20/2018,1187,1112,15,257,28,44,14,51,16,21,21,249,57,,,,,,,,,,,,,
Massachusetts,2018,43,10/27/2018,1134,1053,18,251,26,28,29,43,20,21,21,205,49,,,,,,,,,,,,,
Massachusetts,2018,44,11/03/2018,1164,1067,30,248,21,33,28,57,26,30,14,220,40,,,,,,,,,,,,,
Massachusetts,2018,45,11/10/2018,1103,1014,13,267,28,35,17,54,16,19,12,213,59,,,,,,,,,,,,,
Massachusetts,2018,46,11/17/2018,1142,1046,22,249,33,47,21,46,16,28,18,226,44,,,,,,,,,,,,,
Massachusetts,2018,47,11/24/2018,1138,1039,19,268,21,38,25,37,17,32,19,219,41,,,,,,,,,,,,,
Massachusetts,2018,48,12/01/2018,1107,1020,16,236,33,30,29,61,17,19,18,203,48,,,,,,,,,,,,,
Massachusetts,2018,49,12/08/2018,1277,1165,20,269,28,38,34,52,23,33,15,251,52,,,,,,,,,,,,,
Massachusetts,2018,50,12/15/2018,1145,1070,16,245,38,33,21,54,28,20,23,216,56,,,,,,,,,,,,,
Massachusetts,2018,51,12/22/2018,1275,1171,26,277,31,47,25,41,17,32,18,252,58,,,,,,,,,,,,,
Massachusetts,2018,52,12/29/2018,1213,1122,11,250,26,47,26,54,24,25,15,257,51,,,,,,,,,,,,,
Massachusetts,2019,1,01/05/2019,1205,1117,18,241,32,34,27,69,18,29,17,243,49,,,,,,,,,,,,,
Massachusetts,2019,2,01/12/2019,1263,1160,24,251,21,39,35,72,23,32,16,246,55,,,,,,,,,,,,,
Massachusetts,2019,3,01/19/2019,1290,1208,22,287,27,57,41,65,14,25,13,261,54,,,,,,,,,,,,,
Massachusetts,2019,4,01/26/2019,1269,1184,17,256,34,38,37,67,19,33,22,281,55,,,,,,,,,,,,,
Massachusetts,2019,5,02/02/2019,1268,1165,22,254,26,41,41,78,22,33,16,263,43,,,,,,,,,,,,,
Massachusetts,2019,6,02/09/2019,1243,1142,20,255,25,55,48,69,28,33,21,230,37,,,,,,,,,,,,,
Massachusetts,2019,7,02/16/2019,1268,1164,26,269,28,36,49,66,23,18,21,266,46,,,,,,,,,,,,,
Massachusetts,2019,8,02/23/2019,1202,1105,17,244,29,35,33,63,19,22,21,233,62,,,,,,,,,,,,,
Massachusetts,2019,9,03/02/2019,1277,1173,17,243,30,23,48,54,22,23,24,262,66,,,,,,,,,,,,,
Massachusetts,2019,10,03/09/2019,1197,1097,23,235,26,32,24,56,21,27,22,256,57,,,,,,,,,,,,,
Massachusetts,2019,11,03/16/2019,1151,1057,19,233,37,35,29,65,20,27,21,236,47,,,,,,,,,,,,,
Massachusetts,2019,12,03/23/2019,1111,1034,16,256,32,39,19,50,16,32,10,219,47,,,,,,,,,,,,,
Massachusetts,2019,13,03/30/2019,1223,1124,17,263,24,28,30,80,30,20,11,226,51,,,,,,,,,,,,,
Massachusetts,2019,14,04/06/2019,1210,1111,23,255,30,41,30,56,14,29,17,266,44,,,,,,,,,,,,,
Massachusetts,2019,15,04/13/2019,1165,1082,23,237,26,31,34,73,19,25,11,229,41,,,,,,,,,,,,,
Massachusetts,2019,16,04/20/2019,1214,1131,30,239,25,38,22,57,17,25,20,273,46,,,,,,,,,,,,,
Massachusetts,2019,17,04/27/2019,1085,981,17,225,33,34,28,47,18,26,19,212,44,,,,,,,,,,,,,
Massachusetts,2019,18,05/04/2019,1104,1003,16,228,21,44,23,45,26,26,20,213,50,,,,,,,,,,,,,
Massachusetts,2019,19,05/11/2019,1077,993,19,246,21,17,15,53,22,16,14,211,41,,,,,,,,,,,,,
Massachusetts,2019,20,05/18/2019,1045,974,15,255,28,20,23,57,19,22,15,202,36,,,,,,,,,,,,,
Massachusetts,2019,21,05/25/2019,1066,976,16,225,22,33,21,65,17,18,20,192,46,,,,,,,,,,,,,
Massachusetts,2019,22,06/01/2019,1093,980,23,227,30,32,17,48,21,18,,218,58,,,,,,,,,,,Suppressed (counts 1-9),,
Massachusetts,2019,23,06/08/2019,1098,993,16,270,26,23,27,55,15,25,13,211,42,,,,,,,,,,,,,
Massachusetts,2019,24,06/15/2019,1043,948,13,228,27,21,15,51,24,24,14,203,44,,,,,,,,,,,,,
Massachusetts,2019,25,06/22/2019,1061,984,19,260,27,29,23,60,14,28,16,209,33,,,,,,,,,,,,,
Massachusetts,2019,26,06/29/2019,1080,981,18,250,24,22,13,63,18,19,14,199,54,,,,,,,,,,,,,
Massachusetts,2019,27,07/06/2019,1103,987,21,246,35,11,18,47,19,20,15,238,33,,,,,,,,,,,,,
Massachusetts,2019,28,07/13/2019,1062,975,17,251,24,31,20,55,24,28,10,213,46,,,,,,,,,,,,,
Massachusetts,2019,29,07/20/2019,1036,947,14,248,13,31,18,49,12,20,17,197,36,,,,,,,,,,,,,
Massachusetts,2019,30,07/27/2019,1101,998,19,236,30,28,14,46,20,30,15,233,40,,,,,,,,,,,,,
Massachusetts,2019,31,08/03/2019,1037,935,11,261,24,23,22,42,15,10,14,210,44,,,,,,,,,,,,,
Massachusetts,2019,32,08/10/2019,1087,963,19,239,23,36,12,43,19,19,20,202,52,,,,,,,,,,,,,
Massachusetts,2019,33,08/17/2019,1031,950,21,252,21,18,14,49,20,27,13,194,58,,,,,,,,,,,,,
Massachusetts,2019,34,08/24/2019,1059,984,19,234,21,29,16,46,15,28,14,229,50,,,,,,,,,,,,,
Massachusetts,2019,35,08/31/2019,1070,981,15,269,20,45,18,46,27,13,13,199,52,,,,,,,,,,,,,
Massachusetts,2019,36,09/07/2019,1030,944,25,243,28,25,13,42,22,24,15,179,42,,,,,,,,,,,,,
Massachusetts,2019,37,09/14/2019,1067,978,22,222,29,35,21,50,16,29,15,192,53,,,,,,,,,,,,,
Massachusetts,2019,38,09/21/2019,1077,969,,230,29,33,18,50,21,23,14,233,39,,,Suppressed (counts 1-9),,,,,,,,,,
Massachusetts,2019,39,09/28/2019,1112,1023,19,251,26,33,14,47,19,36,13,205,43,,,,,,,,,,,,,
Massachusetts,2019,40,10/05/2019,1118,1018,14,244,28,32,20,44,23,28,,205,47,,,,,,,,,,,Suppressed (counts 1-9),,
